date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:09:42	147895/147895	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2010:44:33%20GMT	https://www.wes.org/partners/global-talent-bridge/	D:/WORK/website%20links/wes/wes/www.wes.org/partners/global-talent-bridge/index.html	(from https://www.wes.org/)
15:09:43	106322/106322	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2010:44:33%20GMT	https://www.wes.org/partners/global-talent-bridge/imprint/	D:/WORK/website%20links/wes/wes/www.wes.org/partners/global-talent-bridge/imprint/index.html	(from https://www.wes.org/)
15:09:43	9126/9126	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668fef9a-23a6%22	https://www.wes.org/wp-content/cache/min/1/widgets/14000000318.js?ver=1720709018	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/cache/min/1/widgets/140000003187150.js	(from https://www.wes.org/)
15:09:43	39849/39849	---M--	200	added ('OK')	image/jpeg	etag:%2261463a6f-9ba9%22	https://www.wes.org/wp-content/uploads/2021/03/hero-slider-01-v3.jpg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/hero-slider-01-v3.jpg	(from https://www.wes.org/)
15:09:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jul%202024%2010:44:33%20GMT	https://www.wes.org/partners/global-talent-bridge/skilled-immigrant-integration-project/	D:/WORK/website%20links/wes/wes/www.wes.org/partners/global-talent-bridge/skilled-immigrant-integration-project/index.html	(from https://www.wes.org/)
15:09:43	53063/53063	---M--	200	added ('OK')	image/jpeg	etag:%2261463a6f-cf47%22	https://www.wes.org/wp-content/uploads/2021/03/hero-slider-02.jpg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/hero-slider-02.jpg	(from https://www.wes.org/)
15:09:43	81959/81959	---M--	200	added ('OK')	image/jpeg	etag:%2261463a70-14027%22	https://www.wes.org/wp-content/uploads/2021/03/hero-slider-03.jpg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/hero-slider-03.jpg	(from https://www.wes.org/)
15:09:43	94110/94110	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2010:44:34%20GMT	https://www.wes.org/partners/global-talent-bridge/wes-gateway-overview/	D:/WORK/website%20links/wes/wes/www.wes.org/partners/global-talent-bridge/wes-gateway-overview/index.html	(from https://www.wes.org/)
15:09:43	71435/71435	---M--	200	added ('OK')	image/jpeg	etag:%2261463a70-1170b%22	https://www.wes.org/wp-content/uploads/2021/03/hero-slider-04.jpg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/hero-slider-04.jpg	(from https://www.wes.org/)
15:09:44	89932/89932	---M--	200	added ('OK')	image/jpeg	etag:%2261463a71-15f4c%22	https://www.wes.org/wp-content/uploads/2021/03/hero-slider-05.jpg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/hero-slider-05.jpg	(from https://www.wes.org/)
